studio,primary_genre,genre_count,source_material,demographic,episodes,episode_length_min,animation_budget_tier,marketing_spend_tier,voice_cast_popularity,director_experience_years,studio_prior_hits,release_season,release_year,has_sequel_potential_arc,mal_rating,popularity_score,success_tier
Doga Kobo,Sports,3,Light Novel,Shounen,24,12,High,Low,6.15,10.9,5,Winter,2018,0,7.39,87.4,Hit
Production I.G,Mecha,2,Manga,Shounen,12,12,Low,Medium,3.4,8.8,6,Spring,2015,0,7.86,90.7,Hit
CloverWorks,Isekai,1,Original,Seinen,12,24,Low,Low,3.43,8.2,9,Summer,2021,0,6.7,82.3,Hit
Zero-G,Psychological,3,Original,Shounen,13,24,Medium,Medium,4.06,18.6,1,Summer,2024,0,5.03,52.9,Flop
Zero-G,Drama,3,Visual Novel,Shoujo,12,24,High,Medium,3.43,8.0,7,Summer,2020,0,5.6,64.4,Average
Lerche,Slice of Life,3,Visual Novel,Shounen,13,24,Low,Low,5.53,2.3,5,Spring,2021,1,4.6,41.9,Flop
A-1 Pictures,Romance,3,Manga,Shounen,100,24,Medium,Medium,4.01,2.4,2,Summer,2016,1,6.64,55.0,Average
J.C.Staff,Mystery,2,Light Novel,Seinen,13,24,High,Medium,3.52,9.6,9,Winter,2016,0,8.34,88.0,Hit
J.C.Staff,Slice of Life,1,Manga,Shounen,12,24,Medium,Medium,7.5,17.4,4,Winter,2020,1,7.76,76.0,Hit
ufotable,Romance,3,Original,Shounen,12,24,Low,Medium,5.44,4.5,9,Fall,2016,1,10.0,89.4,Hit
Bones,Comedy,2,Visual Novel,Josei,24,24,Low,Low,6.09,8.1,11,Fall,2023,1,8.0,100.0,Hit
Production I.G,Drama,1,Game,Seinen,50,12,Low,Medium,10.0,6.7,7,Winter,2018,0,4.29,53.3,Flop
Kyoto Animation,Slice of Life,1,Manga,Shounen,12,24,Medium,Low,6.12,6.5,12,Summer,2024,0,9.98,100.0,Hit
CloverWorks,Drama,2,Manga,Shounen,26,24,High,Low,5.36,5.8,7,Spring,2023,0,8.46,98.0,Hit
Trigger,Slice of Life,3,Web Novel,Seinen,12,24,High,Low,4.94,16.3,7,Fall,2015,0,10.0,100.0,Hit
Silver Link,Isekai,3,Original,Shounen,25,24,Low,Low,4.64,4.6,9,Fall,2018,0,6.98,53.0,Average
MAPPA,Drama,3,Manga,Shounen,13,24,Low,Medium,6.14,5.8,9,Summer,2021,0,6.06,54.4,Average
Doga Kobo,Supernatural,3,Manga,Seinen,12,24,Medium,Medium,3.78,14.0,6,Fall,2021,1,9.28,89.0,Hit
Production I.G,Psychological,3,Manga,Seinen,25,24,High,Low,5.25,0.0,8,Summer,2021,0,7.12,100.0,Hit
CloverWorks,Sports,1,Web Novel,Seinen,12,24,Low,Low,6.98,8.1,5,Winter,2018,0,6.36,72.0,Average
J.C.Staff,Action,2,Game,Shoujo,12,24,Low,High,3.14,3.1,6,Fall,2016,0,4.51,26.8,Flop
Diomedea,Action,2,Light Novel,Seinen,26,24,Medium,Low,3.09,13.1,2,Spring,2015,1,3.49,16.4,Flop
Silver Link,Comedy,1,Web Novel,Seinen,24,24,Medium,Medium,2.58,6.4,5,Summer,2024,0,2.85,37.5,Flop
Silver Link,Adventure,1,Game,Shounen,24,24,High,High,4.46,6.8,2,Winter,2021,0,8.55,80.4,Hit
MAPPA,Action,1,Manga,Shoujo,25,24,Medium,Low,8.72,8.8,8,Spring,2016,0,9.52,97.2,Hit
WIT Studio,Sci-Fi,3,Web Novel,Seinen,50,24,High,Medium,5.99,12.0,7,Fall,2018,1,10.0,100.0,Hit
Sunrise,Romance,2,Manga,Seinen,13,24,High,Low,5.39,5.5,5,Spring,2018,1,8.15,66.4,Hit
Zero-G,Action,2,Game,Shounen,12,24,Medium,Medium,3.49,7.9,7,Fall,2024,0,6.07,50.0,Average
Production I.G,Sci-Fi,1,Manga,Shounen,12,24,Medium,High,7.11,10.8,5,Winter,2020,0,9.47,100.0,Hit
Toei Animation,Action,2,Original,Shounen,12,24,High,Medium,1.86,2.9,7,Spring,2021,0,9.49,81.9,Hit
Madhouse,Drama,2,Manga,Shoujo,25,24,Medium,Low,6.29,5.8,6,Fall,2018,0,9.36,89.7,Hit
Kyoto Animation,Psychological,1,Light Novel,Seinen,12,24,Medium,Low,6.2,4.5,7,Winter,2019,1,8.58,95.8,Hit
Kyoto Animation,Slice of Life,3,Light Novel,Seinen,24,24,Low,High,4.23,10.1,8,Summer,2020,1,8.76,87.4,Hit
Zero-G,Mecha,1,Game,Seinen,50,24,High,Low,4.06,9.7,0,Spring,2020,0,3.96,33.7,Flop
Toei Animation,Psychological,3,Manga,Shounen,12,24,Medium,Medium,3.55,8.6,9,Fall,2016,0,8.89,54.5,Hit
ufotable,Mystery,3,Visual Novel,Seinen,24,24,Medium,High,7.14,4.6,10,Winter,2021,0,9.88,87.9,Hit
Bones,Horror,2,Manga,Shounen,12,24,High,Low,7.49,11.4,7,Summer,2016,0,10.0,87.8,Hit
Toei Animation,Slice of Life,1,Manga,Shounen,12,24,Medium,Medium,5.66,1.2,9,Winter,2015,0,10.0,100.0,Hit
Bones,Sports,1,Light Novel,Shounen,100,24,Medium,High,5.49,12.2,13,Fall,2022,0,10.0,72.4,Hit
Zero-G,Romance,1,Visual Novel,Shounen,12,24,Low,Medium,3.56,9.2,3,Spring,2023,0,6.12,42.6,Flop
Sunrise,Romance,3,Light Novel,Shounen,24,24,Medium,Low,5.23,12.3,4,Winter,2023,1,6.37,82.7,Average
Production I.G,Mystery,2,Light Novel,Shoujo,12,24,Medium,Medium,4.81,9.1,5,Summer,2024,1,7.92,79.0,Hit
Toei Animation,Sci-Fi,1,Manga,Shounen,12,24,Low,Low,8.1,9.4,8,Winter,2018,1,8.19,100.0,Hit
A-1 Pictures,Psychological,2,Manga,Shounen,26,24,High,High,3.22,0.0,6,Spring,2015,0,10.0,89.9,Hit
Zero-G,Slice of Life,2,Light Novel,Seinen,12,24,High,Low,3.63,5.9,4,Fall,2018,0,5.1,46.7,Flop
Sunrise,Slice of Life,3,Web Novel,Shounen,26,24,Low,Medium,3.82,0.0,3,Spring,2024,1,6.19,56.0,Average
Doga Kobo,Drama,1,Light Novel,Shounen,100,24,Low,Medium,3.31,12.0,5,Spring,2015,1,5.63,60.6,Average
Madhouse,Comedy,3,Light Novel,Shounen,26,12,Medium,High,6.72,12.1,11,Spring,2022,1,10.0,100.0,Hit
Trigger,Sci-Fi,1,Light Novel,Seinen,13,24,Medium,Medium,6.96,9.7,2,Winter,2017,0,7.9,55.9,Average
Lerche,Mystery,3,Game,Seinen,24,24,High,Medium,2.95,10.0,5,Winter,2017,1,7.68,65.0,Hit
A-1 Pictures,Slice of Life,3,Light Novel,Shounen,12,24,Medium,Low,5.67,0.0,7,Winter,2017,0,6.1,66.2,Average
Sunrise,Slice of Life,3,Original,Josei,12,24,Medium,Medium,4.92,12.9,4,Fall,2017,0,9.43,89.9,Hit
Trigger,Psychological,3,Original,Josei,50,24,High,Medium,2.62,12.6,13,Summer,2019,1,9.37,82.7,Hit
Production I.G,Adventure,1,Manga,Seinen,13,12,Medium,Medium,6.02,13.2,6,Spring,2015,0,8.92,100.0,Hit
Diomedea,Slice of Life,1,Web Novel,Shounen,24,24,High,Medium,1.62,13.1,6,Fall,2019,1,4.01,49.2,Flop
WIT Studio,Horror,1,Manga,Shoujo,24,24,Low,Low,7.36,14.6,8,Summer,2016,0,8.52,74.8,Hit
Lerche,Romance,3,Visual Novel,Seinen,50,24,Low,Medium,3.65,11.1,6,Summer,2022,1,6.86,60.4,Average
Kyoto Animation,Romance,1,Original,Shoujo,100,24,Low,Medium,6.3,15.5,10,Summer,2016,1,10.0,100.0,Hit
Madhouse,Drama,1,Light Novel,Shounen,13,12,Medium,Low,7.68,11.4,6,Spring,2016,1,9.25,75.5,Hit
J.C.Staff,Drama,1,Original,Seinen,25,24,Low,High,4.51,9.7,6,Summer,2022,1,6.79,57.7,Average
Lerche,Horror,1,Manga,Seinen,12,24,Medium,Low,5.63,5.3,5,Winter,2020,0,7.2,63.7,Average
Sunrise,Sci-Fi,3,Visual Novel,Shounen,26,12,Medium,Low,5.53,9.0,5,Spring,2021,0,7.47,72.8,Hit
Pierrot,Comedy,3,Manga,Shoujo,24,24,High,Medium,2.68,13.5,2,Fall,2023,0,6.98,61.9,Average
Zero-G,Slice of Life,3,Visual Novel,Shounen,24,24,Low,Medium,3.77,4.6,3,Winter,2016,0,4.23,66.6,Flop
Lerche,Psychological,3,Manga,Seinen,13,24,Medium,Low,4.98,16.1,3,Fall,2020,0,4.92,51.0,Flop
Kyoto Animation,Sports,1,Light Novel,Seinen,50,24,Low,High,4.99,10.0,8,Spring,2021,1,7.86,87.0,Hit
J.C.Staff,Romance,2,Light Novel,Shoujo,12,24,High,Medium,5.38,13.3,5,Winter,2019,0,10.0,88.3,Hit
Diomedea,Sports,2,Game,Shounen,24,24,Medium,Low,1.67,5.8,3,Summer,2018,1,3.34,49.2,Flop
Bones,Isekai,2,Web Novel,Shounen,24,24,Medium,Medium,5.2,8.8,3,Spring,2024,1,9.39,97.5,Hit
Doga Kobo,Mystery,3,Manga,Seinen,24,12,Medium,Low,4.86,8.7,5,Spring,2024,1,4.32,31.3,Flop
Diomedea,Supernatural,3,Web Novel,Shounen,24,24,Low,Medium,2.56,2.8,4,Spring,2022,0,3.46,1.0,Flop
Bones,Romance,3,Original,Josei,24,24,Low,Medium,5.36,0.0,8,Summer,2021,0,9.71,100.0,Hit
Sunrise,Comedy,2,Manga,Shounen,13,24,High,Medium,7.09,14.0,6,Fall,2023,1,8.67,81.6,Hit
J.C.Staff,Sci-Fi,3,Visual Novel,Shounen,26,24,High,Low,4.97,8.0,7,Winter,2024,1,8.92,72.2,Hit
Pierrot,Horror,3,Manga,Seinen,13,24,Medium,Low,5.2,11.2,5,Spring,2017,0,5.96,61.9,Average
Pierrot,Action,1,Manga,Shounen,24,24,Low,Medium,5.04,6.4,5,Winter,2023,1,4.65,48.0,Flop
Doga Kobo,Comedy,2,Original,Josei,13,24,Low,Medium,5.13,13.6,6,Spring,2016,1,6.4,53.2,Average
Diomedea,Psychological,2,Manga,Shoujo,26,24,High,Medium,3.57,10.8,7,Fall,2021,0,7.46,89.9,Hit
Trigger,Romance,3,Light Novel,Seinen,12,24,Low,Low,8.2,14.5,5,Summer,2016,1,8.78,99.0,Hit
Diomedea,Supernatural,3,Web Novel,Shounen,13,24,High,Low,2.07,5.0,1,Fall,2018,0,1.84,14.8,Flop
Toei Animation,Psychological,2,Original,Shounen,24,24,High,Low,4.7,8.5,11,Summer,2021,0,8.23,96.1,Hit
Kyoto Animation,Mecha,2,Manga,Shounen,12,24,Medium,Medium,5.44,5.4,8,Winter,2024,0,8.63,90.5,Hit
Bones,Fantasy,3,Original,Seinen,12,24,Medium,Low,5.08,11.8,13,Fall,2019,1,9.49,92.3,Hit
Toei Animation,Drama,1,Manga,Shounen,26,24,Medium,Low,6.4,9.0,10,Winter,2018,0,8.65,85.0,Hit
Studio Deen,Slice of Life,2,Original,Shounen,12,24,High,Medium,2.46,8.2,7,Summer,2018,0,8.25,60.0,Hit
Toei Animation,Sports,2,Original,Seinen,12,24,Medium,Medium,5.76,12.8,5,Winter,2016,0,6.97,85.7,Hit
Sunrise,Fantasy,3,Manga,Josei,50,24,High,High,4.16,13.5,7,Fall,2021,0,9.49,100.0,Hit
WIT Studio,Adventure,2,Manga,Seinen,24,24,Low,Medium,7.75,9.6,3,Summer,2022,1,7.38,87.5,Hit
ufotable,Action,1,Visual Novel,Shoujo,50,24,Medium,High,6.95,8.8,5,Winter,2024,0,8.85,99.4,Hit
A-1 Pictures,Slice of Life,2,Manga,Shounen,12,24,Low,Medium,7.01,15.2,9,Summer,2024,0,6.89,88.8,Hit
Sunrise,Adventure,2,Light Novel,Shounen,12,24,Low,Medium,2.85,8.6,8,Spring,2016,0,6.1,65.1,Average
Production I.G,Romance,1,Manga,Josei,12,24,Medium,High,5.26,11.8,11,Summer,2021,0,9.33,76.0,Hit
A-1 Pictures,Drama,1,Original,Shounen,13,24,Low,Low,9.71,2.3,4,Summer,2015,1,6.26,58.3,Average
A-1 Pictures,Action,2,Light Novel,Seinen,24,24,Medium,High,3.33,8.6,7,Winter,2019,0,7.96,80.7,Hit
A-1 Pictures,Drama,1,Manga,Seinen,12,12,Medium,Medium,5.59,9.4,4,Winter,2018,0,5.59,64.9,Average
J.C.Staff,Horror,2,Manga,Shounen,12,24,High,High,3.48,5.7,0,Summer,2023,0,6.93,35.9,Average
Bones,Sports,2,Manga,Shounen,50,24,Medium,Medium,3.14,14.1,8,Fall,2015,0,8.31,72.2,Hit
Production I.G,Mystery,3,Web Novel,Shounen,24,24,Medium,Medium,6.86,7.8,6,Spring,2015,1,6.31,66.5,Average
Silver Link,Mystery,3,Manga,Shounen,12,24,Medium,Medium,5.78,8.5,4,Fall,2023,1,7.1,66.2,Average
Studio Deen,Adventure,1,Manga,Shounen,12,12,Medium,Low,4.48,0.0,4,Fall,2024,1,6.25,82.7,Average
J.C.Staff,Comedy,1,Manga,Seinen,12,24,Medium,Low,5.97,0.4,4,Summer,2017,0,7.51,91.9,Hit
Pierrot,Drama,1,Light Novel,Seinen,25,24,Low,Medium,5.83,4.7,9,Summer,2015,0,9.25,80.1,Hit
Trigger,Romance,2,Manga,Seinen,13,24,Low,Medium,4.94,12.6,9,Summer,2016,1,6.22,48.7,Average
Kyoto Animation,Horror,1,Game,Seinen,26,24,Low,Low,8.3,10.9,6,Spring,2022,1,8.92,72.6,Hit
Bones,Romance,3,Light Novel,Shoujo,12,24,Medium,Low,7.42,7.8,7,Summer,2017,1,8.85,67.2,Hit
Trigger,Action,3,Light Novel,Shounen,12,24,Medium,Medium,9.88,3.4,7,Summer,2018,0,6.63,81.8,Hit
Doga Kobo,Isekai,2,Original,Shounen,100,24,Low,Low,4.14,6.6,4,Winter,2021,1,4.33,53.4,Flop
Diomedea,Sci-Fi,1,Original,Shounen,24,24,Medium,Medium,5.05,6.7,3,Summer,2017,1,6.38,59.8,Average
Silver Link,Supernatural,1,Original,Seinen,24,24,Medium,Low,1.87,8.1,7,Winter,2019,1,6.44,59.2,Average
WIT Studio,Adventure,2,Light Novel,Shounen,24,24,Medium,Low,7.77,3.8,13,Winter,2018,1,5.77,61.8,Average
Bones,Action,2,Original,Seinen,12,24,Low,Medium,7.6,8.6,2,Spring,2016,1,10.0,85.8,Hit
CloverWorks,Slice of Life,3,Light Novel,Seinen,25,24,High,Low,6.74,2.0,9,Summer,2020,0,9.2,98.0,Hit
Sunrise,Slice of Life,3,Manga,Shounen,12,24,High,Low,4.66,0.7,12,Summer,2022,1,8.19,85.1,Hit
Production I.G,Romance,1,Original,Shounen,24,24,High,Medium,4.43,8.4,6,Summer,2016,1,10.0,92.6,Hit
Lerche,Psychological,3,Web Novel,Shounen,12,24,Low,Medium,5.32,8.1,3,Fall,2017,0,6.27,45.5,Average
MAPPA,Isekai,1,Visual Novel,Shounen,24,24,Medium,Low,3.79,18.4,10,Spring,2019,1,9.96,88.4,Hit
CloverWorks,Sports,1,Manga,Shoujo,25,24,Medium,Low,7.55,8.6,4,Summer,2020,1,8.21,82.5,Hit
Production I.G,Isekai,3,Light Novel,Shounen,12,24,Low,Medium,7.71,6.6,7,Summer,2015,1,7.13,75.2,Hit
Toei Animation,Action,3,Light Novel,Shounen,13,24,Medium,High,5.16,3.3,4,Winter,2020,1,7.01,65.3,Average
Studio Deen,Comedy,2,Manga,Josei,25,24,Low,Low,3.12,7.7,6,Fall,2020,1,5.39,42.0,Flop
MAPPA,Psychological,2,Original,Seinen,12,12,Medium,Low,6.6,8.7,6,Spring,2018,0,7.92,94.3,Hit
Toei Animation,Comedy,1,Web Novel,Shounen,50,24,Low,Medium,7.9,13.2,8,Fall,2015,1,6.36,75.5,Average
Zero-G,Sci-Fi,3,Light Novel,Seinen,24,12,Low,Medium,2.34,8.0,2,Summer,2017,0,3.0,41.5,Flop
Bones,Horror,3,Manga,Josei,24,24,Medium,Medium,6.41,8.9,7,Summer,2019,0,10.0,86.0,Hit
Bones,Slice of Life,3,Light Novel,Shounen,50,24,Medium,Low,7.82,10.2,6,Spring,2021,0,6.06,78.2,Average
Zero-G,Romance,1,Light Novel,Seinen,100,24,Medium,Medium,1.43,13.4,2,Summer,2019,0,3.25,43.5,Flop
Lerche,Mystery,2,Light Novel,Seinen,24,24,Medium,High,1.74,8.9,3,Winter,2022,1,8.27,57.7,Hit
Diomedea,Fantasy,2,Original,Shoujo,13,24,Low,High,4.52,11.3,3,Fall,2019,0,6.18,64.9,Average
Kyoto Animation,Isekai,2,Web Novel,Seinen,100,24,Low,Low,6.54,5.4,7,Winter,2023,0,7.89,70.5,Hit
CloverWorks,Slice of Life,3,Manga,Shounen,26,24,Medium,Low,6.61,6.7,1,Spring,2021,1,8.08,96.0,Hit
Studio Deen,Romance,3,Visual Novel,Josei,13,12,Medium,Low,2.22,4.4,3,Summer,2019,0,5.77,54.7,Average
Production I.G,Mystery,2,Light Novel,Seinen,12,24,Medium,Low,7.77,4.3,7,Fall,2021,1,8.64,84.1,Hit
MAPPA,Supernatural,3,Game,Shoujo,50,24,High,Low,10.0,3.3,5,Summer,2020,0,9.3,92.6,Hit
Bones,Horror,2,Manga,Seinen,12,24,Low,Low,5.09,10.4,8,Spring,2016,0,10.0,84.5,Hit
J.C.Staff,Supernatural,2,Light Novel,Shounen,13,24,High,Low,4.54,6.0,4,Summer,2023,0,6.04,46.9,Average
MAPPA,Mystery,2,Manga,Shoujo,12,24,High,High,6.36,10.0,8,Spring,2018,0,10.0,100.0,Hit
Bones,Supernatural,2,Manga,Seinen,12,24,Low,Medium,5.82,9.4,3,Fall,2017,1,8.21,57.2,Hit
Madhouse,Isekai,2,Web Novel,Shounen,13,24,Medium,Medium,6.16,11.4,9,Fall,2019,0,9.99,100.0,Hit
Silver Link,Fantasy,2,Visual Novel,Shounen,12,24,Low,Medium,5.28,5.6,8,Summer,2017,0,6.5,82.1,Average
Diomedea,Action,2,Light Novel,Shoujo,13,24,Low,Medium,3.27,6.6,6,Spring,2024,0,6.2,29.1,Flop
Lerche,Adventure,1,Manga,Shoujo,26,24,Medium,Medium,2.01,11.9,5,Summer,2017,1,7.33,79.5,Hit
Production I.G,Drama,2,Light Novel,Seinen,24,24,High,Low,4.71,7.2,6,Spring,2017,1,9.25,79.5,Hit
J.C.Staff,Slice of Life,2,Game,Josei,12,24,Medium,Medium,6.28,1.9,8,Winter,2017,1,8.47,100.0,Hit
Zero-G,Comedy,3,Light Novel,Shounen,24,24,High,Low,2.79,13.9,10,Spring,2016,1,5.16,71.8,Average
J.C.Staff,Sci-Fi,3,Game,Shounen,24,24,Medium,High,4.3,11.5,7,Fall,2020,0,7.86,99.3,Hit
Doga Kobo,Sports,1,Web Novel,Shounen,26,12,Medium,Medium,4.38,5.1,3,Winter,2024,0,7.93,100.0,Hit
CloverWorks,Sci-Fi,2,Web Novel,Seinen,50,24,Low,High,3.66,1.8,7,Winter,2017,1,6.17,58.9,Average
CloverWorks,Drama,1,Manga,Shounen,12,24,Medium,High,8.08,4.6,5,Spring,2023,0,9.25,100.0,Hit
Production I.G,Fantasy,3,Original,Shounen,25,24,Medium,Low,7.4,10.2,9,Fall,2018,1,8.91,91.1,Hit
Sunrise,Mystery,1,Light Novel,Shoujo,13,24,High,Medium,5.77,8.1,5,Fall,2015,0,9.36,100.0,Hit
Lerche,Horror,2,Light Novel,Shounen,24,24,Medium,Medium,4.09,13.8,7,Winter,2024,1,5.95,56.1,Average
Kyoto Animation,Sports,1,Visual Novel,Shounen,24,24,Low,Medium,6.06,7.3,5,Fall,2019,1,8.17,96.7,Hit
WIT Studio,Fantasy,1,Manga,Shounen,24,12,High,Low,9.41,9.5,7,Fall,2016,0,9.24,100.0,Hit
A-1 Pictures,Psychological,3,Original,Seinen,26,24,Medium,Medium,4.73,5.6,7,Winter,2015,0,10.0,97.7,Hit
Lerche,Horror,1,Manga,Shounen,12,12,Medium,Low,5.23,8.8,5,Fall,2021,1,4.59,48.8,Flop
Bones,Action,1,Manga,Shounen,24,24,Low,Medium,3.85,16.3,8,Spring,2021,1,9.2,84.2,Hit
Toei Animation,Supernatural,2,Visual Novel,Shounen,26,24,High,Medium,5.15,9.9,6,Winter,2023,1,8.66,100.0,Hit
Bones,Comedy,3,Manga,Shounen,12,24,Medium,Low,5.83,12.1,14,Winter,2015,0,8.78,98.7,Hit
J.C.Staff,Drama,3,Manga,Seinen,12,24,Medium,High,4.3,11.2,3,Winter,2022,0,7.82,100.0,Hit
Pierrot,Comedy,1,Manga,Josei,100,24,Medium,Low,4.26,11.4,6,Winter,2019,0,5.87,54.5,Average
Lerche,Fantasy,1,Light Novel,Shounen,100,24,Medium,Medium,2.97,9.8,6,Spring,2017,0,4.3,44.8,Flop
WIT Studio,Romance,3,Visual Novel,Seinen,50,24,Low,Medium,6.72,7.6,5,Summer,2019,1,9.06,87.4,Hit
CloverWorks,Slice of Life,1,Web Novel,Shounen,50,24,Low,Low,5.4,10.6,6,Summer,2016,1,6.44,59.1,Average
J.C.Staff,Sports,1,Manga,Shounen,12,24,Low,Low,1.74,9.4,3,Fall,2017,1,7.28,57.2,Average
Doga Kobo,Fantasy,3,Web Novel,Josei,12,24,Low,Medium,5.14,10.6,1,Fall,2017,1,6.68,86.5,Hit
Trigger,Comedy,1,Light Novel,Seinen,13,24,High,High,4.09,14.2,8,Summer,2023,0,9.44,100.0,Hit
WIT Studio,Romance,3,Original,Shounen,12,24,Low,Low,2.87,14.8,11,Winter,2016,1,8.55,100.0,Hit
Silver Link,Mystery,2,Manga,Shounen,26,24,Low,Medium,3.31,12.8,4,Fall,2024,0,3.54,26.1,Flop
Sunrise,Action,1,Light Novel,Shounen,100,24,Medium,Low,3.63,9.2,8,Spring,2021,0,7.38,58.7,Average
Silver Link,Fantasy,2,Manga,Seinen,13,24,High,Medium,2.79,9.3,2,Spring,2017,0,8.37,94.8,Hit
A-1 Pictures,Psychological,2,Original,Seinen,12,24,Low,Low,7.46,7.2,6,Summer,2022,0,6.7,78.8,Average
Silver Link,Horror,3,Original,Shounen,25,24,High,High,4.42,13.0,2,Spring,2021,1,7.64,60.3,Average
Lerche,Slice of Life,2,Light Novel,Seinen,12,24,Low,Low,5.29,4.7,3,Fall,2018,1,4.25,46.7,Flop
ufotable,Drama,2,Light Novel,Shounen,12,24,Medium,Low,8.01,10.8,9,Spring,2019,0,9.76,90.9,Hit
WIT Studio,Drama,2,Manga,Shounen,26,24,Medium,Medium,4.68,13.0,7,Summer,2020,0,9.43,86.3,Hit
WIT Studio,Sci-Fi,2,Manga,Seinen,12,24,Medium,Low,7.87,7.7,3,Spring,2015,1,9.23,81.4,Hit
Toei Animation,Psychological,3,Manga,Seinen,24,24,Medium,High,5.16,6.6,6,Winter,2020,1,7.4,93.9,Hit
Doga Kobo,Sci-Fi,1,Manga,Shoujo,26,24,Low,Medium,7.27,4.8,6,Spring,2018,0,4.61,31.6,Flop
WIT Studio,Mystery,3,Light Novel,Shounen,50,12,Low,Medium,6.8,6.9,13,Summer,2020,1,7.43,71.5,Hit
Diomedea,Mystery,1,Web Novel,Shoujo,24,24,Medium,Low,2.44,10.9,2,Summer,2021,1,1.37,7.7,Flop
Zero-G,Sci-Fi,2,Manga,Shoujo,12,24,Low,Medium,4.08,10.4,5,Summer,2020,0,5.11,37.1,Flop
Studio Deen,Comedy,1,Original,Josei,50,24,High,High,3.3,6.3,7,Summer,2023,0,10.0,100.0,Hit
Diomedea,Mecha,1,Manga,Josei,100,24,Medium,Medium,2.04,8.4,4,Spring,2016,0,4.21,33.0,Flop
Diomedea,Isekai,3,Original,Josei,12,24,Low,Medium,3.04,6.5,4,Summer,2017,0,4.46,41.9,Flop
Bones,Sci-Fi,2,Manga,Josei,12,24,Medium,Low,6.25,9.1,8,Fall,2022,0,10.0,78.7,Hit
ufotable,Mecha,3,Original,Shounen,24,24,Medium,Medium,3.49,7.3,5,Fall,2024,0,10.0,79.7,Hit
ufotable,Comedy,2,Manga,Shounen,24,24,Medium,High,3.85,7.4,11,Summer,2017,1,8.72,100.0,Hit
A-1 Pictures,Action,3,Manga,Seinen,12,24,Medium,Medium,9.26,9.4,7,Spring,2020,1,9.16,81.9,Hit
Bones,Supernatural,2,Light Novel,Shounen,25,24,Low,Low,5.85,9.6,6,Fall,2024,0,6.85,62.7,Average
Production I.G,Isekai,1,Original,Seinen,12,24,Low,Medium,4.75,7.5,10,Winter,2023,0,9.2,100.0,Hit
Production I.G,Horror,3,Manga,Shounen,13,24,Medium,Medium,5.71,3.6,3,Fall,2018,0,8.23,74.6,Hit
Studio Deen,Sci-Fi,3,Manga,Seinen,12,24,High,Medium,4.18,8.8,6,Spring,2019,0,7.63,77.8,Hit
Lerche,Sci-Fi,1,Original,Shounen,26,12,Low,Medium,5.09,5.0,1,Winter,2023,1,3.9,42.2,Flop
Toei Animation,Isekai,2,Manga,Shounen,12,24,High,Low,5.32,7.0,6,Spring,2015,1,8.94,78.0,Hit
Trigger,Adventure,2,Visual Novel,Seinen,100,12,Medium,High,5.64,16.9,7,Fall,2023,0,9.72,97.3,Hit
Doga Kobo,Drama,3,Light Novel,Shoujo,50,24,Medium,Medium,7.27,7.9,5,Winter,2024,0,4.76,34.4,Flop
Production I.G,Horror,1,Light Novel,Shounen,26,24,Medium,Low,4.58,7.7,12,Fall,2024,0,7.42,77.9,Hit
Zero-G,Supernatural,3,Game,Shoujo,24,24,Medium,Low,4.04,8.9,6,Summer,2016,1,4.02,45.6,Flop
A-1 Pictures,Action,2,Original,Shounen,24,24,High,Low,3.18,0.2,9,Fall,2016,0,9.03,93.5,Hit
CloverWorks,Comedy,1,Original,Shounen,50,24,Medium,Low,3.18,4.6,4,Spring,2019,1,10.0,78.0,Hit
J.C.Staff,Adventure,3,Light Novel,Seinen,50,24,High,Medium,3.96,8.6,6,Winter,2019,0,4.6,39.6,Flop
Lerche,Psychological,1,Light Novel,Shounen,12,24,Medium,High,4.18,9.9,6,Fall,2017,1,7.3,70.0,Average
Zero-G,Romance,1,Manga,Seinen,12,24,High,Low,3.99,5.0,4,Winter,2018,1,3.45,23.8,Flop
Studio Deen,Drama,3,Light Novel,Seinen,26,24,Low,Low,6.61,6.9,8,Fall,2017,1,6.47,70.2,Average
Bones,Psychological,3,Manga,Seinen,24,24,Low,Medium,7.29,6.8,12,Fall,2015,0,9.77,90.7,Hit
Madhouse,Mystery,2,Manga,Shounen,12,24,Low,High,4.51,4.2,6,Fall,2019,1,9.21,87.7,Hit
Madhouse,Supernatural,3,Original,Seinen,12,24,Medium,Medium,8.12,10.0,9,Fall,2017,0,9.84,100.0,Hit
Diomedea,Comedy,1,Light Novel,Seinen,12,24,High,Medium,3.09,7.5,11,Spring,2021,0,3.83,25.9,Flop
ufotable,Horror,3,Light Novel,Josei,26,12,Medium,Medium,5.16,2.8,10,Winter,2015,0,10.0,100.0,Hit
Lerche,Fantasy,3,Light Novel,Seinen,12,24,High,Low,5.25,7.6,7,Fall,2017,0,6.94,43.6,Average
Production I.G,Isekai,1,Light Novel,Shounen,12,24,Medium,Medium,4.19,10.6,11,Summer,2017,0,9.59,93.7,Hit
ufotable,Comedy,2,Manga,Seinen,13,24,Medium,Medium,9.87,10.2,9,Spring,2024,1,10.0,100.0,Hit
Diomedea,Horror,1,Light Novel,Shounen,24,24,High,Medium,1.0,11.5,5,Fall,2024,1,5.43,46.2,Flop
Studio Deen,Comedy,2,Manga,Shounen,13,24,Low,Low,4.88,11.7,2,Spring,2017,0,2.97,36.9,Flop
Production I.G,Horror,3,Light Novel,Shounen,50,24,Medium,Low,6.38,11.2,8,Summer,2019,0,7.9,73.4,Hit
